,id,RespondentID,Artist,Track,Link
385,fail,12496722513,Creedence Cleartwater Revival,Its just a though,https://www.youtube.com/watch?v=yQKrSru_Vxw
386,fail,12496822841,information Society,information society,
387,fail,12496862438,Bon Dylan,Hurricane,
388,fail,12496918492,Pink Floyd,Shine on you crazy diamonds,
389,fail,12496957689,"Mano Brown, Don Pixote e Seu Jorge","Dance, Dance, Dance",https://open.spotify.com/track/4MX4AmbGwHeHIIlX1ysJ6X?si=Jbom2NG1RR6LfbFJ4AiIkA
390,fail,12497431421,Evanecence,Wasted on you,
391,fail,12497444666,Filipe Ret,Neuróticos de Guerra,https://www.youtube.com/watch?v=KYSMLqaLo5s&ab_channel=TudubomRecords
392,fail,12498206157,Пётр Ильич Чайковский,Увертюра балета Щелкунчик,
393,fail,12498717659,Бетховеп,Лунная срната,
394,fail,12511358175,Yellow,Coldplay,
395,fail,12514636525,Carlos Aguirre,Memorias de pueblo,https://www.youtube.com/watch?v=kXHoOOpoBag
396,fail,12515917629,ODESA,A MOMENT APART,
397,fail,12517669977,Pink Floyd,Stairway to heaven,
398,fail,12526826903,Wulfpek,Dean town,
399,fail,12527047613,Oscar mollo,Como dos extraños,
400,fail,12529426772,The Manhattan Transfer,Aqua,
401,fail,12530261912,Himeringo,Shinitai chan,https://www.youtube.com/watch?v=vSEBc_Z6VyA
402,fail,12532778687,Paul Kalkbrenner,,https://www.youtube.com/watch?v=rH9AriEezeI&list=PLVTRFAnN3FR2ptBltXpPcfeKmx3MBhFZF
403,fail,12534312294,Lacrimosa,Wenn unsere helden sternen,
404,fail,12534466821,luis alberto spinetta,tu nombre sobre mi nombre,https://www.youtube.com/watch?v=R95rIgzVeMM
405,fail,12534466913,Asap Rocky,Praise the Lord,
406,fail,12534547067,Kanon Wakeshima," World's End, Girl's Rondo",https://www.youtube.com/watch?v=wefOI4tnW08&list=RDx6q41EnhPnU&index=3
407,fail,12534676438,Сплин,Лабиринт,
408,fail,12534717126,Аквариум,Почему не падает небо,https://youtu.be/phTUOhL2L9Y
409,fail,12534770936,Globular,Entangled Everything,
410,fail,12534945002,,sound of silence,
411,fail,12535091131,Red Hot Chilly Peppers,Otherside,
412,fail,12537822747,Queen,Bohemian Rapsody,
413,fail,12537877974,Kızıl Ordu Korosu,Kalinka,https://youtu.be/9n22Uy-qFPw
414,fail,12538255672,Queen,Bohemian Raphsody,
415,fail,12542318204,Noise MC,Всё как у людей,https://www.youtube.com/watch?v=eLAHSRmFFzE&ab_channel=NoizeMC
416,fail,12542435557,Сюткин,Москва-Нева,
417,fail,12542827644,Lida Gulesco / Лида Гулеско,Ехали цыгане,https://www.youtube.com/watch?v=zIGPl_8fUZA
418,fail,12543212193,Elevation worship,O come to the althar,
419,fail,12543343418,Коридор,Ах как она играла,
420,fail,12543423438,Борис Гребенщиков,Серебро господа моего,
421,fail,12543462201,Wasabi,Прости ( feat. Kabz),https://youtu.be/8s1nSdtamYg
422,fail,12543489198,,Бах. Токката и фуга...,
423,fail,12543494568,Песняры,Княжна,
424,fail,12543617388,Земфира,Пммл,
425,fail,12544374132,Фредди Меркьюри,The Show Must Go On,
426,fail,12545498433,Адриано Челентано,Confessa,
427,fail,12547466109,Оркестр п/у В.Кожухаря 1936,"И. ДУНАЕВСКИЙ Увертюра к к/ф ""Дети капитана Гранта""",https://youtu.be/oLLagI0z4h8
428,fail,12554384907,Grogi,Sekiz 2,
429,fail,12554471757,Sevcan Orhan,Ela gözlüm ben bu elden gidersem,
430,fail,12555274897,Cream,Can't find my way home,
431,fail,12555974128,Danny Vera,My Confession,
432,fail,12559820097,Yū Miyake,Cherry Blossom Color Season,https://www.youtube.com/watch?v=M-1JHvQbspM
433,fail,12559827981,Pink Floyd sinead o'connor,Mother,
434,fail,12559889818,Jon Brion / Charlie Kaufman,Little Person,
435,fail,12560008102,Randy Newman,You've got a friend in me,
436,fail,12560054502,Taylor Swift,Run,https://www.youtube.com/watch?v=Lc8dbl-EqCY
437,fail,12560094992,Irene Portela,Passarinho,https://youtu.be/EGa0tpTf4jU
438,fail,12560135739,Koji Kondo,"Dire, Dire Docks",
439,fail,12560931384,Ногу свело!,Дышать!,
440,fail,12560932603,"Леонид Серебренников, Геннадий Гладков",Песня волшебника,https://music.yandex.ru/album/2492217/track/21722077
441,fail,12560938483,Weber,Phantom der oper,
442,fail,12560942493,"Мюзикл «последнее испытание», руслан герасименко, елена ханпира",«Соблазнение»,https://m.youtube.com/watch?v=vfuKRdgnmO8&t=4417s
443,fail,12560955831,Пикник,У шамана три руки,
444,fail,12560973577,Jigsaw falling into place,Radiohead,
445,fail,12560980550,Рамин Джавади,Король ночи,
446,fail,12560998990,Roméo Et Juliette,Les rois du monde,
447,fail,12561041811,Канцлер Ги,Кантри Брэган Д'эрт,
448,fail,12561064122,Andreas,Make a Move,https://www.youtube.com/watch?v=2q1erLJhIfA
449,fail,12561075454,Северный флот,Ветер ходит налегке,https://www.youtube.com/watch?v=D9QUdyn9JzA
450,fail,12561076467,Канцлер Ги,R. - R.,
451,fail,12561103787,The Glitch Mob,Rise,https://open.spotify.com/track/69Sy7207dnixZ6w7RSV9Kb?si=-vv4lSVFSOu-D_GCe2Ru7A
452,fail,12561103865,АлоэВера,Платье в точку,
453,fail,12561109540,Земфина,Итоги,
454,fail,12561182659,Vasily Kashnikov,Higher then sky,
455,fail,12561302138,,Is This the Life We Really Want?,
456,fail,12561345893,Girl in red,Homecoming,
457,fail,12561412293,Lana del Rey,Cherry Blossom,
458,fail,12561448368,Lumen,Сид и Ненси,
459,fail,12561491891,"группа ""Браво""",Король оранжевое лето,https://www.youtube.com/watch?v=3vNlRQdO1jw
460,fail,12561657386,Transformation,Bulgarian Women's Choir,
461,fail,12561813933,Shinobu Narita (URBAN DANCE),DEAR FUTURE,https://youtu.be/cThqtivE5_M
462,fail,12561935895,Yppah feat. Anomie Belle,Film Burn,https://www.youtube.com/watch?v=Nmr3DEiNc0k
463,fail,12562105895,Пахельбель,Канон в ре мажоре,
464,fail,12562164024,Ден Назгул,Я волк,
465,fail,12562176936,Linkin Park,Figure 9,
466,fail,12562692607,Kim Jonghyun,The end of a day,https://www.youtube.com/watch?v=wGP-gfCWXYI&ab_channel=SMTOWN
467,fail,12562883276,Former Selves,Common Years,
468,fail,12563353156,Би-2,Шар земной,
469,fail,12563535907,земфира,джозеф,https://youtu.be/b0yIAx0U4AU
470,fail,12563841625,Веня Д'ркин,Еще одно утро,https://www.youtube.com/watch?v=ubPouLL1R60
471,fail,12563897325,Ария,Я свободен,
472,fail,12564230832,Penicillin,螺旋階段,https://open.spotify.com/track/7aHdsRmxqeEuxAcMa9QEfp?si=c2fd099aad454bce
473,fail,12565246478,M83 feat Susanne Sundfør,Oblivion,https://www.youtube.com/watch?v=UjpbQ1OWMPE
474,fail,12566809069,押尾光太郎,黄昏,
475,fail,12566828158,不才,小尘寰,
476,fail,12567068624,坂本龙一,merry Christmas Mr.Lawrence,
477,fail,12567527073,卡萨尔斯/巴赫,巴赫无伴奏大提琴组曲,啊..木得连接，就卡萨尔斯的版本
478,fail,12567731621,周杰伦,彩虹,
479,fail,12567876390,罗大佑,恋曲1990,
480,fail,12567942901,五月天,知足,
481,fail,12567948021,"""Виртуозы Москвы""",Libertango,https://www.youtube.com/watch?v=H_-cfWEMDrU&list=PL36QDnzGF_zfS8C4EZeKkE6PtssSM76x0&index=40&ab_channel=NCOArmenia
482,fail,12568072544,Michael Joseph Jackson,You Are Not Alone,There is no
483,fail,12568145576,Lenou,Yesterday Once More,
484,fail,12568293353,Michael Jackson,Gone with the wind,
485,fail,12568621015,m.o.v.e,Rage your dream,
486,fail,12568789183,劉迪,堕山海,
487,fail,12569004486,李宗盛,漂洋过海来看你,刘明湘版本
488,fail,12569054731,greenday,Basket Case,
489,fail,12569111714,汪苏泷,不分手的恋爱,
490,fail,12569380134,Thelonius Monk,Thelonius,https://open.spotify.com/track/5yc2APVVniRhfzEEdhVh7x?si=WavqapnfS1qI43br5KL7KQ
491,fail,12571237237,Solomun,Late night,https://youtu.be/sQVeK7Dt18U
492,fail,12571276714,dafds,sfsdfa,dsad
493,fail,12571754568,,,
494,fail,12571799319,花たん,ニワカアメ,
495,fail,12574717015,Jerry Allison,More Than I Can Say,
496,fail,12575127264,Явь,Берегом,
497,fail,12577653283,白皮书乐队,清河,https://open.spotify.com/track/1hgKwBd45VpOyoxbXhmxTK?si=70javxbyTIOSDFIyMn3Jxg
498,fail,12577918962,"группа ""Немного нервно"" ",Изнанка,https://youtu.be/ZbgFJt-_7ec?t=137
499,fail,12579214881,Ступени - Питерская группа,Пустяк,
500,fail,12579423180,谷建芬,难忘今宵,
501,fail,12581424615,Peter Gabriel,In the blood of Eden,
502,fail,12584699012,雷雨心,记·念,
503,fail,12584700578,聂耳,义勇军进行曲,
504,fail,12584711222,孟子坤,晚枫歌,
505,fail,12584714387,儿歌,小兔子乖乖,
506,fail,12584716528,刘小慧,初恋情人,
507,fail,12587522168,El dueño de morfeo,Esta soy yo,
508,fail,12589243289,Mark Knopfler / Dire Straits,Going home,
509,fail,12593367284,nino bravo,cualquiera de el,
510,fail,12593983546,Elisabeth Schwarzkopf,Richard Strauss Vier letzte lieder,
511,fail,12598286257,Fleetwood Mac,You can go your own ay,
512,fail,12599059801,REM,Everybody Hurts,
513,fail,12599382937,Martin Frost,Let's be happy,https://www.youtube.com/watch?v=iZxUsfz692U
514,fail,12599383184,"James, Brian Eno",Pressure's On,https://open.spotify.com/track/5KLE4DHHHlJrJwIk5TRge7?si=UhiZCPi3QLKVptFpxzKu9g
515,fail,12599404520,Ali ft. Aklo,Lost in paradise,https://www.youtube.com/watch?v=KnakQRoQRzk
516,fail,12599404794,Lil Peep,This Feeling,
517,fail,12599409221,Παύλος Παυλίδης,Ο κηπουρός,https://www.youtube.com/watch?v=ASns-OeaPn0&ab_channel=TheBobbyPeru
518,fail,12599410729,Παραδοσιακό,Κοράσιον ετραγούδαγε,https://youtu.be/2gcdVdzIqOU
519,fail,12599418449,Σοπεν,1η μπαλαντα,
520,fail,12599811531,Άννα Βίσση,Μεθυσμένη Πολιτεία,
521,fail,12602321613,Θέμης Αδαμαντίδης,Αυτό το λίγο,https://www.youtube.com/watch?v=sO-x4REHe5U
522,fail,12603339688,ΟΡΦΕΑΣ ΠΕΡΙΔΗΣ,ΤΟ ΒΑΛΣ,
523,fail,12604826858,许嵩,如果当时,
524,fail,12604830784,周杰伦,告白气球,
525,fail,12604833383,王菲,旋木,
526,fail,12605363251,毛不易,平凡的一天,
527,fail,12605368214,李玲玉,梦醒时分,
528,fail,12605519796,帕赫贝尔,卡侬,
529,fail,12607397280,莫扎特,"C大调作品第K. 265/300e,",
530,fail,12611309294,pergolessi,stabat mater,https://www.youtube.com/watch?v=Rr9LPEwnp0w&t=1507s
531,fail,12612424582,Album by Kero Kero Bonito,the princess and the clock,
532,fail,12612953457,Cats,stylized as CATS,"Cats (stylized as CATS) is a musical composed by Andrew Lloyd Webber, based on Old Possum's Book of Practical Cats by T. S. Eliot. The musical tells the story of a tribe of cats called the Jellicles and the night they make what is known as ""the Jellicle choice"" and decide which cat will ascend to theHeaviside Layer and come back to a new life. Cats also introduced the song standard ""Memory""."
533,fail,12618028517,Gershwin,Concierto en F para piano y orquesta,
534,fail,12621602113,席琳·迪翁,My Heart Will Go On,Titanic：Music from the Motion Picture
535,fail,12627277565,Gipsy kings,el toro enamorado de la luna,
536,fail,12630704271,Please write down below,,
537,fail,12636456861,Queen. Rammstein,,
538,fail,12639087690,Evanescence,My Inmortal,
539,fail,12639548421,Josep Orlinsky,Vedro el mio diletto,
540,fail,12640915772,Engin norsani,Gulum,Yok
541,fail,12647142796,Bad Bunny,RLDNT,https://open.spotify.com/track/6pZHZndlo57dPCYnvlYFOE?si=MJp156Z3TceXawuf_KvfAQ&utm_source=copy-link&dl_branch=1
542,fail,12647433985,Mischa Maisky,Suite n1 en G de Bach,https://www.youtube.com/watch?v=mGQLXRTl3Z0
543,fail,12648233819,King Crimson,Epithap,
544,fail,12648648546,Gülşen Kutlu,Gönlüm Ataşlara Yandı Gidiyor,https://youtu.be/eww1RXmA-Lw
545,fail,12648783090,Danish String Quartet,Shine You No More,
546,fail,12648830698,John Lennon,Beautiful bou,
547,fail,12648843576,Carioca Freitas,Angel Heart,https://www.youtube.com/watch?v=gSlfG7Qe5ww
548,fail,12648901411,Kylie minogue,Specially for you,
549,fail,12649893604,Taize community,Bless the Lord my soul,
550,fail,12650189213,Unsure,Morning town ride,
551,fail,12650387413,Anna Hanski,Mitkä ovat tontun tehtävät,
552,fail,12650416606,Joanne Stefani Germanotta,The Fame The Fame,The Fame
553,fail,12651164601,Beatles,Enola Gay,
554,fail,12651929313,Sabandeños,Contigo aprendí,
555,fail,12652289596,Carl Off,Carmina Burana,
556,fail,12653590087,Compositor: Tchaikovsky,Concierto para violín,Intérprete: Vengerov
557,fail,12653910098,Robyn Rihanna Fenty,Diamonds,
558,fail,12653956018,Sweet and Wild,Stay Here Forever,
559,fail,12662773713,Celine Dion,MyHeartWillGoOn,Titanic：Music from the Motion Picture
560,fail,12664692246,Pluto,Convite,
561,fail,12665140169,Leonard Cohen,Hallelluijah,
562,fail,12669354446,Pink Floyd,Division Bell,
563,fail,12670769119,Liepa Malinauskaitė,Truputį,
564,fail,12688045342,Aretha Franklin,Don`t play that song for me,
565,fail,12688959192,周杰伦,稻香,
566,fail,12688961474,折戸伸治,鸟之诗,
567,fail,12688967085,莫文蔚,慢慢喜欢你,
568,fail,12688971875,陈奕迅,爱情转移,
569,fail,12688984481,李荣浩,爸爸妈妈,
570,fail,12688987561,王力宏,春雨里洗过的太阳,
571,fail,12688988522,高志豪,你离开的事实,
572,fail,12688992553,林志炫,凤凰花开的路口,
573,fail,12689008231,那英,梦一场,
574,fail,12689011630,vietra,tired,分享vietra的单曲《tired》: https://y.music.163.com/m/song/1383691441/?userid=543788935 (来自@网易云音乐)
575,fail,12689013675,三亩地,城南花已开,
576,fail,12689024626,张杰,他不懂,
577,fail,12689032933,MARiA,極楽浄土（ごくらくじょうど）,
578,fail,12689036490,Oasis,Don't Look Back in Anger,
579,fail,12689054626,夏天Alex,不再联系,
580,fail,12689058611,林海,琵琶语,
581,fail,12689153395,吴青峰,起风了,
582,fail,12690218706,记不住,,
583,fail,12691763603,陈奕迅,孤独患者,
584,fail,12693157390,没有,没有,
585,fail,12705875895,Eagles,Hotelcalifornia,
586,fail,12706163669,Bobseger,Likearock,
587,fail,12707320304,Richard Clayderman,MARIAGE D'AMOUR,
588,fail,12707326872,Beyonce Giselnos,Dangerous Love,
589,fail,12707383608,Sean Combs,NoWayOut,
